,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1,S_DC1,s_DC2,S_DC2,s_r1,S_r1,profit
1141,10490,10372,16694,12077,9991,16186,11502,9329,21516,7712,9560,8398,39248,67058,26624,67305,26675,69926,55076557
1142,13481,11625,16865,20863,9320,11467,17671,11584,14855,10010,9078,9352,47872,98381,32408,73176,45184,96098,53242098
1143,12386,10137,9840,4829,3620,8391,4670,4453,10877,9719,4164,5759,16273,55935,16154,38135,16391,47391,15717491
1144,137,732,335,362,219,360,504,274,1095,209,241,497,1356,2587,861,2505,1587,3234,2716806
1145,148,265,368,372,595,263,359,893,295,668,479,450,1102,3169,1606,2446,944,3143,2834753
1146,248,120,495,559,385,637,339,196,334,223,97,494,875,2657,948,2636,917,2473,2546361
1147,211,958,476,144,134,501,326,354,501,375,465,348,820,2040,1172,2116,1322,3187,2096910
1148,576,108,369,373,392,311,411,799,218,223,189,147,951,2174,730,1865,1247,2085,2252966
1149,3844,4861,4322,5036,4194,3052,4859,5348,3961,5288,3708,2391,13114,24339,12320,24925,10150,31862,10201577
1150,8454,3752,5512,4461,4350,2653,4508,3789,4063,5942,6690,6676,15383,30454,18612,26425,13000,29786,19645942
1151,3854,5847,5748,3897,5198,5116,6382,3855,3724,6548,2761,4577,13435,31317,18283,34276,16704,34169,24182584
1152,6908,4302,4572,7220,5118,5453,5412,2732,4489,6157,3461,9093,15970,27353,10954,39883,20953,30797,27969352
1153,4930,4829,5098,4852,3771,4554,10146,2905,8065,7687,4756,4505,14063,27736,17205,42358,18476,27574,31233725
