,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
544,1189400,1635700,1531300,1459200,1247700,1337100,1350900,1279500,1444600,1201900,1097400,1201700,3950105,3399820,2789178,5110676,3928696,3794693,4199193,4621506,2813435,2678646,4625244,3820129,10122836,7463723,9837189,9800799,8831967,7936391,6916433,10494743,11206979,7631503,6764078,9230109,3950105,3399820,2789178,5110676,3928696,3794693,4199193,4621506,2813435,2678646,4625244,3820129,10122836,7463723,9837189,9800799,8831967,7936391,6916433,10494743,11206979,7631503,6764078,9230109,3950105,3399820,2789178,5110676,3928696,3794693,4199193,4621506,2813435,2678646,4625244,3820129,10122836,7463723,9837189,9800799,8831967,7936391,6916433,10494743,11206979,7631503,6764078,9230109,3402162706
545,1216300,1491500,1420600,1336300,1484900,1379500,1143800,988400,1198500,1508200,902300,946900,3470967,4504971,3567098,3417469,3912948,4163819,3723525,3632151,3142439,3142284,3369210,3455440,6822157,9587690,10150143,8802823,10641908,7044659,8316907,9819291,7378906,9968350,7426170,8112695,3470967,4504971,3567098,3417469,3912948,4163819,3723525,3632151,3142439,3142284,3369210,3455440,6822157,9587690,10150143,8802823,10641908,7044659,8316907,9819291,7378906,9968350,7426170,8112695,3470967,4504971,3567098,3417469,3912948,4163819,3723525,3632151,3142439,3142284,3369210,3455440,6822157,9587690,10150143,8802823,10641908,7044659,8316907,9819291,7378906,9968350,7426170,8112695,4027040404
546,1458400,1739000,1474900,1212500,1025600,1426300,1538000,1010500,1420000,1353100,780500,1556500,3543222,5063697,4573202,4775855,3165622,4450254,5310059,2852825,4223368,2802575,3529545,3152428,10655150,9990011,10740791,11678777,6901538,8214074,6956721,6702507,9846754,9711213,10933423,11525166,3543222,5063697,4573202,4775855,3165622,4450254,5310059,2852825,4223368,2802575,3529545,3152428,10655150,9990011,10740791,11678777,6901538,8214074,6956721,6702507,9846754,9711213,10933423,11525166,3543222,5063697,4573202,4775855,3165622,4450254,5310059,2852825,4223368,2802575,3529545,3152428,10655150,9990011,10740791,11678777,6901538,8214074,6956721,6702507,9846754,9711213,10933423,11525166,5694582803
547,1323000,1138800,1440300,1297300,1283900,1344300,1319800,1106700,1342100,2310900,1042200,1160100,5204371,3602048,3403989,3601206,3973727,5013133,3894030,4387569,4336486,4003474,2963604,4889064,7299232,8985097,9051625,8811073,7394359,9359822,9572148,10294936,8339738,10057074,9466833,11504420,5204371,3602048,3403989,3601206,3973727,5013133,3894030,4387569,4336486,4003474,2963604,4889064,7299232,8985097,9051625,8811073,7394359,9359822,9572148,10294936,8339738,10057074,9466833,11504420,5204371,3602048,3403989,3601206,3973727,5013133,3894030,4387569,4336486,4003474,2963604,4889064,7299232,8985097,9051625,8811073,7394359,9359822,9572148,10294936,8339738,10057074,9466833,11504420,8399083434
548,1084300,1200100,1355000,1659900,1186200,1482100,1336900,942000,1255200,1497700,1162500,1453800,3001187,3596539,4967184,3923582,2877385,2762418,4740300,4165016,3527091,3851185,5094708,3651302,7130295,9437197,10293470,7803987,10781598,11416964,9483406,6930342,11065190,7598662,7047434,7923667,3001187,3596539,4967184,3923582,2877385,2762418,4740300,4165016,3527091,3851185,5094708,3651302,7130295,9437197,10293470,7803987,10781598,11416964,9483406,6930342,11065190,7598662,7047434,7923667,3001187,3596539,4967184,3923582,2877385,2762418,4740300,4165016,3527091,3851185,5094708,3651302,7130295,9437197,10293470,7803987,10781598,11416964,9483406,6930342,11065190,7598662,7047434,7923667,6885288064
549,1360800,1900300,1828900,1757300,1863200,2190800,1817400,1330700,1676100,1368000,1396600,1420500,3626719,4632018,6195720,5155369,6260307,4938495,4869414,5070296,6255311,4031181,5683149,6263214,13597914,11315107,8888599,11092799,13414603,11583422,8640862,14187408,11988936,12484825,12217617,8682449,3626719,4632018,6195720,5155369,6260307,4938495,4869414,5070296,6255311,4031181,5683149,6263214,13597914,11315107,8888599,11092799,13414603,11583422,8640862,14187408,11988936,12484825,12217617,8682449,3626719,4632018,6195720,5155369,6260307,4938495,4869414,5070296,6255311,4031181,5683149,6263214,13597914,11315107,8888599,11092799,13414603,11583422,8640862,14187408,11988936,12484825,12217617,8682449,8113728316
550,1630300,2312700,2258900,2078200,2064200,2511300,1601900,1832500,1912600,2082200,1651600,1496500,4604391,6920370,4268427,6348823,6768564,6122665,5616481,4202098,7530657,5363095,6473307,4035395,16691257,11682541,10093262,15097112,15424058,15857135,12394066,11920204,10093234,12214359,11574813,13971835,4604391,6920370,4268427,6348823,6768564,6122665,5616481,4202098,7530657,5363095,6473307,4035395,16691257,11682541,10093262,15097112,15424058,15857135,12394066,11920204,10093234,12214359,11574813,13971835,4604391,6920370,4268427,6348823,6768564,6122665,5616481,4202098,7530657,5363095,6473307,4035395,16691257,11682541,10093262,15097112,15424058,15857135,12394066,11920204,10093234,12214359,11574813,13971835,11511789595
551,2307200,2645000,2524600,2150000,2204800,2704500,1979900,1713300,2016900,2211100,1823200,2926000,6997495,8036208,8027645,4547753,4617127,8873206,6864723,8556616,8730215,4887609,6406251,4679406,14159728,19050920,15521311,14522368,13665471,13158253,11885682,18730612,13576550,13562119,18433504,12303880,6997495,8036208,8027645,4547753,4617127,8873206,6864723,8556616,8730215,4887609,6406251,4679406,14159728,19050920,15521311,14522368,13665471,13158253,11885682,18730612,13576550,13562119,18433504,12303880,6997495,8036208,8027645,4547753,4617127,8873206,6864723,8556616,8730215,4887609,6406251,4679406,14159728,19050920,15521311,14522368,13665471,13158253,11885682,18730612,13576550,13562119,18433504,12303880,12429807630
552,2329300,2093300,2022300,2119500,1993400,2482700,2346500,1878500,2235500,2878300,1888600,1974200,6234833,6144866,5930028,6990162,7649075,5801036,5918568,7166294,6284850,5593128,5656004,6511880,11701315,11566220,11769730,13549328,14935610,14433101,15720532,11329595,14608249,11991236,14002225,15400758,6234833,6144866,5930028,6990162,7649075,5801036,5918568,7166294,6284850,5593128,5656004,6511880,11701315,11566220,11769730,13549328,14935610,14433101,15720532,11329595,14608249,11991236,14002225,15400758,6234833,6144866,5930028,6990162,7649075,5801036,5918568,7166294,6284850,5593128,5656004,6511880,11701315,11566220,11769730,13549328,14935610,14433101,15720532,11329595,14608249,11991236,14002225,15400758,11728750344
553,1923500,2251900,2522400,2543400,1865900,2651600,2540700,1761100,2356300,1916700,2058200,2119200,8037685,5253927,7063612,4819718,6048236,4803883,4679540,5501888,8507621,7593865,5920371,7447612,18617771,15519498,11767892,11505653,17916639,17005278,12036921,13671738,15813811,17511898,18262708,17901491,8037685,5253927,7063612,4819718,6048236,4803883,4679540,5501888,8507621,7593865,5920371,7447612,18617771,15519498,11767892,11505653,17916639,17005278,12036921,13671738,15813811,17511898,18262708,17901491,8037685,5253927,7063612,4819718,6048236,4803883,4679540,5501888,8507621,7593865,5920371,7447612,18617771,15519498,11767892,11505653,17916639,17005278,12036921,13671738,15813811,17511898,18262708,17901491,308754073
554,41100,80600,121400,107500,29700,45000,47700,38100,76100,64200,72400,35200,148282,189440,226845,221802,191894,142649,155695,214257,214978,219273,156429,204585,557226,389737,329009,498161,465026,463715,386505,393672,410576,381203,355749,563129,148282,189440,226845,221802,191894,142649,155695,214257,214978,219273,156429,204585,557226,389737,329009,498161,465026,463715,386505,393672,410576,381203,355749,563129,148282,189440,226845,221802,191894,142649,155695,214257,214978,219273,156429,204585,557226,389737,329009,498161,465026,463715,386505,393672,410576,381203,355749,563129,235467417
555,86100,103600,86900,63100,40500,49400,54900,33100,81200,62100,63300,95700,244285,185713,230963,197588,268703,158910,161738,139763,164773,170700,245301,190715,543298,398641,342760,391614,567423,380851,613355,387289,535553,363432,344402,368480,244285,185713,230963,197588,268703,158910,161738,139763,164773,170700,245301,190715,543298,398641,342760,391614,567423,380851,613355,387289,535553,363432,344402,368480,244285,185713,230963,197588,268703,158910,161738,139763,164773,170700,245301,190715,543298,398641,342760,391614,567423,380851,613355,387289,535553,363432,344402,368480,388330527
556,68800,95500,165800,16300,279100,48500,328100,204300,127100,188300,53500,148100,560286,303312,321817,345046,505348,333012,509211,393379,518056,330921,411660,567245,1092529,1083149,993794,721906,967915,850456,1056363,769804,1262417,987929,941201,1203320,560286,303312,321817,345046,505348,333012,509211,393379,518056,330921,411660,567245,1092529,1083149,993794,721906,967915,850456,1056363,769804,1262417,987929,941201,1203320,560286,303312,321817,345046,505348,333012,509211,393379,518056,330921,411660,567245,1092529,1083149,993794,721906,967915,850456,1056363,769804,1262417,987929,941201,1203320,1019837408
557,105000,76200,46300,124900,111500,57000,88900,39100,58200,118500,74900,102400,234604,285528,297239,280555,209861,274794,309718,222000,291316,259423,267250,259702,629175,526149,433032,518253,423745,672802,519550,610112,451963,721955,454537,747622,234604,285528,297239,280555,209861,274794,309718,222000,291316,259423,267250,259702,629175,526149,433032,518253,423745,672802,519550,610112,451963,721955,454537,747622,234604,285528,297239,280555,209861,274794,309718,222000,291316,259423,267250,259702,629175,526149,433032,518253,423745,672802,519550,610112,451963,721955,454537,747622,431861589
558,72500,94700,113700,78600,91400,121200,79300,121100,49900,379000,208100,253000,474326,411256,308757,513008,470063,441747,453506,281860,427139,277349,545213,350944,953944,724715,838164,1074625,1057119,967286,820262,870597,788407,1238336,898077,711065,474326,411256,308757,513008,470063,441747,453506,281860,427139,277349,545213,350944,953944,724715,838164,1074625,1057119,967286,820262,870597,788407,1238336,898077,711065,474326,411256,308757,513008,470063,441747,453506,281860,427139,277349,545213,350944,953944,724715,838164,1074625,1057119,967286,820262,870597,788407,1238336,898077,711065,988040317
559,7500,9200,4800,13900,12200,8800,11200,8500,6800,8300,10300,8000,33360,36476,23136,35643,28957,29297,27003,28385,33396,20110,35273,22912,48073,47239,49443,68601,74016,76402,81822,58277,50317,48915,61124,69587,33360,36476,23136,35643,28957,29297,27003,28385,33396,20110,35273,22912,48073,47239,49443,68601,74016,76402,81822,58277,50317,48915,61124,69587,33360,36476,23136,35643,28957,29297,27003,28385,33396,20110,35273,22912,48073,47239,49443,68601,74016,76402,81822,58277,50317,48915,61124,69587,67862299
560,6500,8600,9800,5300,8200,9700,8100,9900,9900,10400,9900,10200,18796,26829,20693,27752,30235,21749,28761,30880,21265,35295,20941,33946,47472,45199,65119,77332,59737,78684,69503,52743,61480,57618,46915,61761,18796,26829,20693,27752,30235,21749,28761,30880,21265,35295,20941,33946,47472,45199,65119,77332,59737,78684,69503,52743,61480,57618,46915,61761,18796,26829,20693,27752,30235,21749,28761,30880,21265,35295,20941,33946,47472,45199,65119,77332,59737,78684,69503,52743,61480,57618,46915,61761,34216245
561,8400,10300,17100,4100,6500,12500,6400,12300,9000,12500,5900,7500,22892,24533,32808,33692,21893,21081,37344,33459,33637,29082,24298,33144,62221,54920,79370,55391,79075,71575,65192,71686,62011,65530,78457,82041,22892,24533,32808,33692,21893,21081,37344,33459,33637,29082,24298,33144,62221,54920,79370,55391,79075,71575,65192,71686,62011,65530,78457,82041,22892,24533,32808,33692,21893,21081,37344,33459,33637,29082,24298,33144,62221,54920,79370,55391,79075,71575,65192,71686,62011,65530,78457,82041,44699054
562,7700,5300,8500,7100,6400,10900,8700,5700,3700,11400,7100,12900,26112,20438,30626,31388,24506,22754,20694,21871,23082,29104,22510,20664,53321,44151,56484,42873,69457,62512,45443,45153,70137,67622,58185,48387,26112,20438,30626,31388,24506,22754,20694,21871,23082,29104,22510,20664,53321,44151,56484,42873,69457,62512,45443,45153,70137,67622,58185,48387,26112,20438,30626,31388,24506,22754,20694,21871,23082,29104,22510,20664,53321,44151,56484,42873,69457,62512,45443,45153,70137,67622,58185,48387,37060502
563,6600,51200,57900,45500,32700,18300,2100,34000,29900,40400,46600,54800,137951,97282,91553,70503,86905,94288,108603,123536,70489,123955,125678,70115,216618,243482,182872,303753,312844,180498,204907,176599,234863,205862,199105,278516,137951,97282,91553,70503,86905,94288,108603,123536,70489,123955,125678,70115,216618,243482,182872,303753,312844,180498,204907,176599,234863,205862,199105,278516,137951,97282,91553,70503,86905,94288,108603,123536,70489,123955,125678,70115,216618,243482,182872,303753,312844,180498,204907,176599,234863,205862,199105,278516,139737485
564,6300,30100,5700,10700,5600,6100,7900,7900,8300,8500,9100,8600,31724,24782,34989,20910,24507,24816,30520,20264,27524,35141,31906,32561,56789,60121,48604,67781,58994,62743,53917,48439,63284,71894,49983,84919,31724,24782,34989,20910,24507,24816,30520,20264,27524,35141,31906,32561,56789,60121,48604,67781,58994,62743,53917,48439,63284,71894,49983,84919,31724,24782,34989,20910,24507,24816,30520,20264,27524,35141,31906,32561,56789,60121,48604,67781,58994,62743,53917,48439,63284,71894,49983,84919,46458958
565,6600,15600,15700,6800,7300,13900,10600,8100,9700,14700,11900,8800,33690,39160,33602,23494,35679,36475,32031,27707,32715,32590,22155,29100,58147,62793,87219,55680,91715,83006,71021,82245,87893,76082,59132,81832,33690,39160,33602,23494,35679,36475,32031,27707,32715,32590,22155,29100,58147,62793,87219,55680,91715,83006,71021,82245,87893,76082,59132,81832,33690,39160,33602,23494,35679,36475,32031,27707,32715,32590,22155,29100,58147,62793,87219,55680,91715,83006,71021,82245,87893,76082,59132,81832,51288209
566,7300,5900,10800,6600,11700,11800,7500,9600,10800,13300,6400,10200,20266,28245,20080,34941,30403,28519,20573,20313,34905,26188,20882,34114,74240,58284,78021,68436,54747,48659,60616,58092,58304,62529,49233,67263,20266,28245,20080,34941,30403,28519,20573,20313,34905,26188,20882,34114,74240,58284,78021,68436,54747,48659,60616,58092,58304,62529,49233,67263,20266,28245,20080,34941,30403,28519,20573,20313,34905,26188,20882,34114,74240,58284,78021,68436,54747,48659,60616,58092,58304,62529,49233,67263,63987287
567,9800,7100,6900,9600,4600,13100,4900,5700,6700,12900,6700,6600,19888,15827,27581,29616,24388,19908,24529,27697,22083,17676,19871,25614,41375,40130,63722,55755,66232,45934,53462,70441,52718,51243,66079,49919,19888,15827,27581,29616,24388,19908,24529,27697,22083,17676,19871,25614,41375,40130,63722,55755,66232,45934,53462,70441,52718,51243,66079,49919,19888,15827,27581,29616,24388,19908,24529,27697,22083,17676,19871,25614,41375,40130,63722,55755,66232,45934,53462,70441,52718,51243,66079,49919,43611622
568,5800,6400,7200,6700,11100,8700,6500,1500,6800,1500,5400,3300,11876,17669,23060,15772,17696,15309,14781,18646,12413,12451,22990,16121,32015,42336,36886,34825,48326,30857,43557,41361,48147,36053,43730,52594,11876,17669,23060,15772,17696,15309,14781,18646,12413,12451,22990,16121,32015,42336,36886,34825,48326,30857,43557,41361,48147,36053,43730,52594,11876,17669,23060,15772,17696,15309,14781,18646,12413,12451,22990,16121,32015,42336,36886,34825,48326,30857,43557,41361,48147,36053,43730,52594,25285965
